,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
839,EUCTR2017-003413-25-IT,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Germany,Belgium,Italy,Spain,United States,Sweden,Denmark,Czech Republic",100,"recurrent or metastatic cervical cancer  MedDRA version: 20.0 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-03-13,3
840,NCT03485209,Phase 2,Seagen Inc.,,"Drug: cisplatin,Drug: tisotumab vedotin,Drug: carboplatin,Drug: pembrolizumab","Germany,Puerto Rico,Italy,Spain,Canada,United States,United Kingdom,France",692,"Carcinoma, Squamous Cell of Head and Neck,Colorectal Neoplasms,Carcinoma, Non-Small-Cell Lung,Exocrine Pancreatic Cancer",2018-08-03,2
841,EUCTR2017-003413-25-DE,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Germany,Belgium,Italy,Spain,Czechia,United States,Sweden,Denmark,Czech Republic",100,"recurrent or metastatic cervical cancer  MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-01-03,3
842,EUCTR2017-003413-25-DK,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Germany,Belgium,Italy,Spain,Czechia,United States,Sweden,Denmark,Czech Republic",100,"recurrent or metastatic cervical cancer  MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-02-27,3
843,EUCTR2017-003413-25-CZ,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Germany,Belgium,Italy,Spain,United States,Sweden,Denmark,Czech Republic",100,"recurrent or metastatic cervical cancer  MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-02-27,3
844,ChiCTR-DND-17012404,,"Central Hospital of Minhang District,Shanghai",,",TERT&#32,ADC,&#32,BRAF&#32,Index test:T1WI,&#32,mapping,&#32,Gold Standard:Pathological diagnosis,K-trans,&#32,DWI,&#32,T2WI,&#32,T2&#32,DCE,&#32,gene,gene,&#32",China,,Papillary thyroid carcinoma,2017-08-18,
845,NCT03243331,Phase 1,Kathy Miller,,"Drug: PTK7-ADC,Drug: Gedatolisib",United States,18,"Triple Negative Breast Cancer,Metastatic Breast Cancer",2017-03-08,1
846,NCT03192501,,Second Affiliated Hospital of Guangzhou Medical University,,"Drug: inhibitors, ADC drugs such as tarceva, capmatinib, padcev et al for A/C group.",China,250,"Cancer,Lung Cancer,Gene Abnormality,Gene Product Sequence Variation",2017-06-15,
847,ChiCTR-DDD-17010744,,Jinling Hospital,,"Vp,&#32,FA,&#32,,D*,&#32,ADC,&#32, B. histologically proven disease.,MK,&#32,Index test:Ktrans,&#32,D,&#32,CBF,f,&#32,Gold Standard:Use long-term clinical follow-up results or pathology as gold standard. Within 12 weeks after concurrent chemoradiotherapy was completed, the progress of disease can be diagnosed as following: A.There is new enhancement outside of the radiation field,Ve,&#32,Kep,&#32",China,,Glioma,2017-02-27,
848,EUCTR2016-004743-37-BE,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin                 Product Code: IgG1-1015-011-1006                 Pharmaceutical Form: Powder for concentrate for solution for infusion                 INN or Proposed INN: tisotumab vedotin                 CAS Number: 1418731-10-1                 Current Sponsor code: IgG1-1015-011-1006                 Other descriptive name: HUMAX-TF-ADC                 Concentration unit: mg/ml milligram(s)/millilitre                 Concentration type: equal                 Concentration number: 10-,"Hungary,Belgium,Denmark,United States,Sweden,United Kingdom",25,"Therapeutic area: Diseases [C] - Cancer [C04],Cancer of the ovary, cervix, endometrium, bladder, prostate (castrationresistant prostate cancer [CRPC]), esophagus, lung (non-small cell lung cancer [NSCLC]), and Squamous cell carcinoma of the head and neck (SCCHN)                   MedDRA version: 20.0                 Level: PT                 Classification code 10060862                 Term: Prostate cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: HLT                 Classification code 10014742                 Term: Endometrial neoplasms malignant                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: PT                 Classification code 10008342                 Term: Cervix carcinoma                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: PT                 Classification code 10023774                 Term: Large cell lung cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.1                 Level: PT                 Classification code 10062878                 Term: Gastrooesophageal cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: PT                 Classification code 10005003                 Term: Bladder cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: SOC        ",2017-01-30,3
849,NCT02738424,,Centre Hospitalier Universitaire de Saint Etienne,,Other: Calculate the ADC scores,France,98,Low Back Pain,2016-11-04,
850,EUCTR2015-001120-29-DK,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: HuMax-TF-ADC Product Code: IgG1-1015-011-1006 Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Hungary,Belgium,Denmark,United States,United Kingdom",44,"Therapeutic area: Diseases [C] - Cancer [C04],Cancer of the ovary, cervix, endometrium, bladder, prostate (castration-resistant prostate cancer [CRPC]), esophagus or lung (non-small cell lung cancer [NSCLC])  MedDRA version: 20.0 Level: PT Classification code 10060862 Term: Prostate cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: HLT Classification code 10014742 Term: Endometrial neoplasms malignant System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.1 Level: PT Classification code 10062878 Term: Gastrooesophageal cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10023774 Term: Large cell lung cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10005003 Term: Bladder cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: SOC Classification code 10029104 Term: Neoplasms benign, malignant and unspecified (incl cysts and polyps) System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10033128 Term: Ovarian cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ",2015-07-15,3
851,NCT02379741,Phase 1,Alligator Bioscience AB,,Biological: ADC-1013,"United Kingdom,Sweden,Denmark",24,"Solid Tumors,Neoplasms",2015-02-16,1
852,NCT02341625,"Phase 2,Phase 1",Bristol-Myers Squibb,,"Biological: Nivolumab,Drug: BMS-986148","Belgium,Italy,Korea, Republic of,Canada,Netherlands,Hong Kong,Australia,United States,United Kingdom",126,Advanced Cancer,2015-01-14,2
853,NCT02312037,,Pfizer,,Biological: Antibody Drug Conjugate Chemotherapeutic,"United States,Spain",,CD33 Positive Acute Myelogenous Leukemia,2014-04-12,
854,ISRCTN68413407,,Wellcome Trust/DBT India Alliance (India),,"Current interventions as of 31/10/2014:                 Cluster definition:                 A cluster in this study is defined as a village in the geographic area of this trial that is randomly allocated to one of the study arms, its ADC or one of its ADCs, the LHW in charge of the selected ADC, all children aged 12 ? 59 months registered in the ADC and the mothers/care givers of these children.                  In particular, the following activities will take place in the intervention group:                 1. Distribution of supplementary IFA (20 mg, 1 tablet taken biweekly) to the mother/care giver of all non anemic children (supplied at 8 tablets/month, for a duration of 6 months of the trial, total 48 tablets).                 2. Distribution of therapeutic IFA (20 mg/day) 20 tablets/month to the mother/care giver of all anemic children for a total duration of 5 months meant for consumption by the anemic child (total 100 tablets).                 3. Monthly education and counselling of mothers of anemic children by the LHW trained for delivery of this intervention covering the following topics regarding:                 3.1. Symptoms and signs of anemia                 3.2. Treatment with IFA and its side effects                 3.3. Education regarding IFA compliance and its monitoring                 3.4. Information about local iron rich foods and dietary diversification                 3.5. Information about personal hygiene and deworming                 The education and counselling with occur either at the ADC or at the mother?s home at the discretion of the LHW.                 4. Ensuring that all children attend the village ADC for retesting at the end of 6 months.                  Control arm (treatment as usual or CA):                 T",India,2520,"Anemia  Haematological Disorders  Anaemia, unspecified",2013-12-17,
855,ISRCTN77650947,Phase 2,University of Birmingham (UK),,Brentuximab vedotin: Antibody-drug conjugate                 30 patients will be recruited from hospitals across the UK and will receive a maximum of 16 doses over 48 weeks.,United Kingdom,30," Disease: Lymphoma (Hodgkin's)  Cancer  Hodgkin lymphoma, Subtopic: Lymphoma,Topic: National Cancer Research Network",2013-10-16,2
856,EUCTR2013-001074-15-GB,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: HuMax-TF-ADC Product Code: IgG1-1015-011-1006 Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: HuMax-TF-ADC CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-,"Belgium,Denmark,United States,Sweden,United Kingdom",217,"Therapeutic area: Diseases [C] - Cancer [C04],Cancer of the ovary, cervix, endometrium, bladder, prostate (castration-resistant prostate cancer [CRPC]), head and neck (squamous cell carcinoma of the head and neck [SCCHN]), esophagus or lung (non-small cell lung cancer [NSCLC]  MedDRA version: 20.0 Level: HLT Classification code 10014742 Term: Endometrial neoplasms malignant System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10060862 Term: Prostate cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.1 Level: PT Classification code 10062878 Term: Gastrooesophageal cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 21.1 Level: PT Classification code 10023774 Term: Large cell lung cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10005003 Term: Bladder cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: SOC Classification code 10029104 Term: Neoplasms benign, malignant and unspecified (incl cysts and polyps) System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10033128 Term: Ovarian cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 21.1 Level: PT Classification code 10067821 Term: Head and neck cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ",2013-07-24,3
